part_id,date,description,category,subcategory,microarea,demand,profile,history_months,history_before_current,previous_demand,baseline_median,baseline_q1,baseline_q3,baseline_iqr,upper_bound,outlier_method,is_quantity_outlier,anomaly_score,is_anomaly,anomaly_type,is_reactivation,unusual_gap,months_since_previous_demand,previous_yearly_demand,yearly_ratio,passes_yearly_validation
MED-0001,2023-07-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,9,LUMPY,30,0,,,,,,,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,,,,t
MED-0001,2023-08-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,1,9,,,,,,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,1.0183968462549278,,,t
MED-0001,2023-09-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,NORTH,0,LUMPY,30,2,0,,,,,,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,2.0367936925098555,,,t
MED-0001,2023-10-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,3,0,,,,,,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,3.0223390275952693,,,t
MED-0001,2023-11-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,4,0,,,,,,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,4.040735873850197,,,t
MED-0001,2023-12-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,5,0,,,,,,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,5.026281208935611,,,t
MED-0001,2024-01-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,LUMPY,30,6,0,,,,,,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,t,6.044678055190539,9,7.222222222222222,t
MED-0001,2024-02-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,7,0,,,,,,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,t,7.063074901445466,9,7.222222222222222,t
MED-0001,2024-03-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,8,0,,,,,,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,t,8.015768725361367,9,7.222222222222222,t
MED-0001,2024-04-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,CENTRAL,44,LUMPY,30,9,0,,,,,,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,t,t,9.034165571616294,9,7.222222222222222,t
MED-0001,2024-05-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,10,44,26.5,17.75,35.25,17.5,79.5,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,0.985545335085414,9,7.222222222222222,t
MED-0001,2024-06-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,11,0,26.5,17.75,35.25,17.5,79.5,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,2.0039421813403417,9,7.222222222222222,t
MED-0001,2024-07-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,CENTRAL,0,LUMPY,30,12,0,26.5,17.75,35.25,17.5,79.5,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,2.9894875164257555,9,7.222222222222222,t
MED-0001,2024-08-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,13,0,,,,,,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,4.0078843626806835,9,7.222222222222222,t
MED-0001,2024-09-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,9,LUMPY,30,14,0,,,,,,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,5.026281208935611,9,7.222222222222222,t
MED-0001,2024-10-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,15,9,26.5,17.75,35.25,17.5,79.5,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,0.985545335085414,9,7.222222222222222,t
MED-0001,2024-11-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,EAST,12,LUMPY,30,16,0,26.5,17.75,35.25,17.5,79.5,MEDIAN_RELAXED_LUMPY,f,0.1509433962264151,f,NORMAL,f,f,2.0039421813403417,9,7.222222222222222,t
MED-0001,2024-12-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,NORTH,0,LUMPY,30,17,12,12,10.5,28,17.5,36,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,0.985545335085414,9,7.222222222222222,t
MED-0001,2025-01-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,18,0,12,10.5,28,17.5,36,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,2.0039421813403417,65,0.6153846153846154,f
MED-0001,2025-02-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,19,0,12,10.5,28,17.5,36,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,3.0223390275952693,65,0.6153846153846154,f
MED-0001,2025-03-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,14,LUMPY,30,20,0,12,10.5,28,17.5,36,MEDIAN_RELAXED_LUMPY,f,0.3888888888888889,f,NORMAL,f,f,3.942181340341655,65,0.6153846153846154,f
MED-0001,2025-04-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,18,LUMPY,30,21,14,13,11.25,21.5,10.25,39,MEDIAN_RELAXED_LUMPY,f,0.4615384615384615,f,NORMAL,f,f,1.0183968462549278,65,0.6153846153846154,f
MED-0001,2025-05-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,22,18,13,11.25,15,3.75,39,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,0.985545335085414,65,0.6153846153846154,f
MED-0001,2025-06-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,23,0,13,11.25,15,3.75,39,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,2.0039421813403417,65,0.6153846153846154,f
MED-0001,2025-07-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,24,0,13,11.25,15,3.75,39,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,2.9894875164257555,65,0.6153846153846154,f
MED-0001,2025-08-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,CENTRAL,8,LUMPY,30,25,0,13,11.25,15,3.75,39,MEDIAN_RELAXED_LUMPY,f,0.2051282051282051,f,NORMAL,f,f,4.0078843626806835,65,0.6153846153846154,f
MED-0001,2025-09-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,26,8,12,9,14,5,36,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,1.0183968462549278,65,0.6153846153846154,f
MED-0001,2025-10-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,SOUTH,0,LUMPY,30,27,0,13,11,15,4,39,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,2.0039421813403417,65,0.6153846153846154,f
MED-0001,2025-11-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,WEST,0,LUMPY,30,28,0,13,11,15,4,39,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,3.0223390275952693,65,0.6153846153846154,f
MED-0001,2025-12-01 00:00:00,Ultrasound Transducer,IMAGING,TRANSDUCERS,NORTH,0,LUMPY,30,29,0,14,11,16,5,42,MEDIAN_RELAXED_LUMPY,f,0,f,NORMAL,f,f,4.0078843626806835,65,0.6153846153846154,f
MED-0002,2022-01-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,4,INTERMITTENT,48,0,,,,,,,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,,,,t
MED-0002,2022-02-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,2,INTERMITTENT,48,1,4,,,,,,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,1.0183968462549278,,,t
MED-0002,2022-03-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,2,2,3,2.5,3.5,1,9,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,0.9198423127463864,,,t
MED-0002,2022-04-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,3,0,3,2.5,3.5,1,9,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,1.938239159001314,,,t
MED-0002,2022-05-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,WEST,0,INTERMITTENT,48,4,0,3,2.5,3.5,1,9,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,2.923784494086728,,,t
MED-0002,2022-06-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,5,0,3,2.5,3.5,1,9,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,3.942181340341655,,,t
MED-0002,2022-07-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,6,0,3,2.5,3.5,1,9,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,4.92772667542707,,,t
MED-0002,2022-08-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,WEST,0,INTERMITTENT,48,7,0,3,2.5,3.5,1,9,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,5.946123521681997,,,t
MED-0002,2022-09-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,8,0,3,2.5,3.5,1,9,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,t,6.964520367936925,,,t
MED-0002,2022-10-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,5,INTERMITTENT,48,9,0,3,2.5,3.5,1,9,MEDIAN_RELAXED_INTERMITTENT,f,0.5555555555555556,f,NORMAL,t,t,7.950065703022339,,,t
MED-0002,2022-11-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,10,5,4,3,4.5,1.5,12,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,1.0183968462549278,,,t
MED-0002,2022-12-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,8,INTERMITTENT,48,11,0,4,3,4.5,1.5,12,MEDIAN_RELAXED_INTERMITTENT,f,0.6666666666666666,f,NORMAL,f,f,2.0039421813403417,,,t
MED-0002,2023-01-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,12,8,4.5,3.5,5.75,2.25,13.5,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,1.0183968462549278,19,1,f
MED-0002,2023-02-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,13,0,5,3.5,6.5,3,15,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,2.0367936925098555,19,1,f
MED-0002,2023-03-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,7,INTERMITTENT,48,14,0,6.5,5.75,7.25,1.5,19.5,MEDIAN_RELAXED_INTERMITTENT,f,0.358974358974359,f,NORMAL,f,f,2.9566360052562417,19,1,f
MED-0002,2023-04-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,15,7,7,6,7.5,1.5,21,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,1.0183968462549278,19,1,f
MED-0002,2023-05-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,16,0,7,6,7.5,1.5,21,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,2.0039421813403417,19,1,f
MED-0002,2023-06-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,17,0,7,6,7.5,1.5,21,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,3.0223390275952693,19,1,f
MED-0002,2023-07-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,EAST,4,INTERMITTENT,48,18,0,7,6,7.5,1.5,21,MEDIAN_RELAXED_INTERMITTENT,f,0.1904761904761904,f,NORMAL,f,f,4.0078843626806835,19,1,f
MED-0002,2023-08-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,19,4,6,4.75,7.25,2.5,18,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,1.0183968462549278,19,1,f
MED-0002,2023-09-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,WEST,0,INTERMITTENT,48,20,0,6,4.75,7.25,2.5,18,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,2.0367936925098555,19,1,f
MED-0002,2023-10-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,21,0,6,4.75,7.25,2.5,18,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,3.0223390275952693,19,1,f
MED-0002,2023-11-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,8,INTERMITTENT,48,22,0,7,5.5,7.5,2,21,MEDIAN_RELAXED_INTERMITTENT,f,0.3809523809523809,f,NORMAL,f,f,4.040735873850197,19,1,f
MED-0002,2023-12-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,NORTH,0,INTERMITTENT,48,23,8,7.5,6.25,8,1.75,22.5,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,0.985545335085414,19,1,f
MED-0002,2024-01-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,24,0,7,5.5,7.5,2,21,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,2.0039421813403417,19,0.6842105263157895,f
MED-0002,2024-02-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,25,0,7,5.5,7.5,2,21,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,3.0223390275952693,19,0.6842105263157895,f
MED-0002,2024-03-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,26,0,7,5.5,7.5,2,21,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,3.9750328515111697,19,0.6842105263157895,f
MED-0002,2024-04-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,27,0,6,5,7,2,18,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,4.993429697766097,19,0.6842105263157895,f
MED-0002,2024-05-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,7,INTERMITTENT,48,28,0,6,5,7,2,18,MEDIAN_RELAXED_INTERMITTENT,f,0.3888888888888889,f,NORMAL,f,f,5.978975032851511,19,0.6842105263157895,f
MED-0002,2024-06-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,EAST,0,INTERMITTENT,48,29,7,7,5.5,7.5,2,21,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,1.0183968462549278,19,0.6842105263157895,f
MED-0002,2024-07-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,3,INTERMITTENT,48,30,0,7,5.5,7.5,2,21,MEDIAN_RELAXED_INTERMITTENT,f,0.1428571428571428,f,NORMAL,f,f,2.0039421813403417,19,0.6842105263157895,f
MED-0002,2024-08-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,WEST,0,INTERMITTENT,48,31,3,7,5,7.5,2.5,21,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,1.0183968462549278,19,0.6842105263157895,f
MED-0002,2024-09-01 00:00:00,MRI Cooling Pump,IMAGING,COOLING COMPONENTS,CENTRAL,0,INTERMITTENT,48,32,0,7,5,7.5,2.5,21,MEDIAN_RELAXED_INTERMITTENT,f,0,f,NORMAL,f,f,2.0367936925098555,19,0.6842105263157895,f
